FID,OBJECTID,osm_id,code,fclass,name,Shape_Leng,AREA,Shape__Area,Shape__Length
189,2224,182725019,8200,water, ,41089.31076,41089.31076,0.000130833,0.125802675
190,2234,182971862,8200,water, ,10991.45703,10991.45703,3.11E-05,0.033336192
191,2235,182975278,8200,water, ,4128.581511,4128.581511,3.46E-06,0.01256362
192,2237,183101670,8200,water, ,3780.562604,3780.562604,2.58E-06,0.011962549
193,2243,183137109,8200,water, ,11193.40747,11193.40747,2.12E-05,0.034030546
194,2246,183138490,8200,water, ,4560.013789,4560.013789,6.39E-06,0.014377418
195,2253,186800558,8202,river, ,38267.18344,38267.18344,3.38E-05,0.119160854
196,2254,188714876,8200,water, ,3607.946653,3607.946653,4.88E-06,0.011372455
197,2255,188720403,8200,water, ,5259.653904,5259.653904,7.99E-06,0.016487086
198,2256,188723921,8200,water, ,5471.527476,5471.527476,8.08E-06,0.017903026
199,2257,188745396,8200,water, ,3899.057615,3899.057615,8.04E-06,0.011589294
200,2259,189239132,8200,water, ,12579.59252,12579.59252,2.95E-05,0.040969626
201,2261,189240181,8200,water, ,3691.972014,3691.972014,4.98E-06,0.011913705
202,2262,190520015,8201,reservoir, ,3654.79238,3654.79238,4.83E-06,0.011584136
203,2263,190522432,8201,reservoir, ,4308.040346,4308.040346,1.15E-05,0.013349691
204,2266,190624517,8201,reservoir,Ash Disposal Pond,6040.728326,6040.728326,2.02E-05,0.018419312
205,2317,2579304,8200,water, ,6178.854843,6178.854843,9.85E-06,0.019898577
206,2383,191436418,8200,water,Melody Lake,6865.297148,6865.297148,1.33E-05,0.022187269
207,2391,191552493,8201,reservoir,Lakewood Park Lake,6926.26397,6926.26397,1.20E-05,0.021806056
208,2392,191552493,8200,water,Lakewood Park Lake,6926.26397,6926.26397,1.20E-05,0.021806056
209,2406,192555001,8201,reservoir,Hornsey Brothers Lake,8307.747923,8307.747923,2.06E-05,0.025195418
210,2418,2675478,8202,river, ,11683.1332,11683.1332,3.29E-06,0.03680927
211,2419,2647123,8202,river,Meramec River,714593.9678,714593.9678,0.000984449,2.234347615
212,2420,2672559,8202,river, ,71049.01962,71049.01962,3.42E-05,0.22556112
213,2421,2672560,8202,river, ,104223.0494,104223.0494,4.14E-05,0.325243362
214,2423,204162525,8202,river, ,22704.39216,22704.39216,7.23E-06,0.07284587
215,2426,204392245,8200,water, ,6405.802651,6405.802651,8.64E-06,0.020762056
216,2433,204541530,8200,water, ,3778.770131,3778.770131,3.76E-06,0.01172662
217,2447,205207710,8200,water, ,4261.236325,4261.236325,4.50E-06,0.013580101
218,2449,205301665,8200,water, ,6220.463545,6220.463545,2.60E-06,0.020746348
219,2454,205425311,8202,river, ,18585.29668,18585.29668,4.11E-06,0.057915863
220,2455,205425312,8202,river, ,51840.83875,51840.83875,1.97E-05,0.163327439
221,2456,205425436,8202,river, ,5571.843645,5571.843645,1.17E-06,0.016739761
222,2457,205425438,8202,river, ,10849.53738,10849.53738,2.66E-06,0.032594574
223,2458,205432038,8202,river, ,37044.24781,37044.24781,9.59E-06,0.121631938
224,2459,205432039,8202,river, ,12132.32679,12132.32679,3.30E-06,0.041644648
225,2460,205432041,8202,river, ,25757.58601,25757.58601,6.93E-06,0.089088274
226,2461,205572973,8200,water, ,19308.91971,19308.91971,5.77E-05,0.062750633
227,2463,205577708,8200,water, ,12639.04801,12639.04801,7.85E-06,0.040641178
228,2464,205577709,8200,water, ,9019.350546,9019.350546,2.74E-06,0.0294248
229,2465,205577713,8200,water, ,10501.39123,10501.39123,3.26E-06,0.034803158
230,2466,205577716,8200,water, ,13599.80993,13599.80993,9.34E-06,0.041872849
231,2467,205578835,8200,water, ,5322.489409,5322.489409,1.99E-06,0.017643858
232,2472,205578848,8200,water, ,3559.28781,3559.28781,7.61E-06,0.010954773
233,2474,205578852,8200,water, ,5549.426735,5549.426735,8.10E-06,0.017880738
234,2475,205578853,8200,water, ,13013.36976,13013.36976,1.06E-05,0.041347545
235,2486,206137208,8201,reservoir,Pine Lake,6398.224769,6398.224769,8.08E-06,0.019598672
236,2487,206137208,8200,water,Pine Lake,6398.224769,6398.224769,8.08E-06,0.019598672
237,2488,206144917,8200,water, ,15901.58838,15901.58838,4.08E-05,0.049824046
238,2491,206147025,8200,water, ,3583.414441,3583.414441,4.71E-06,0.011213326
239,2492,206151603,8200,water, ,4163.850285,4163.850285,6.06E-06,0.012028297
240,2493,206151605,8200,water, ,4168.552007,4168.552007,3.20E-06,0.013053306
241,2502,206263966,8200,water,Kemp Lake,4650.834255,4650.834255,6.10E-06,0.015007497
242,2503,206378651,8200,water, ,9923.833592,9923.833592,2.18E-05,0.031650229
243,2504,206378653,8200,water, ,4028.978829,4028.978829,5.98E-06,0.012332653
244,2514,207202585,8200,water, ,5964.10796,5964.10796,8.13E-06,0.019434769
245,2515,207202586,8200,water, ,5465.91299,5465.91299,5.27E-06,0.017375055
246,2522,207612580,8200,water, ,6910.548928,6910.548928,1.47E-05,0.021550532
247,2524,207614670,8200,water, ,3845.691347,3845.691347,3.50E-06,0.012217058
248,2531,209032376,8200,water, ,5892.936395,5892.936395,8.16E-06,0.019134939
249,2538,213555215,8201,reservoir,Lac Capri,15112.71601,15112.71601,4.42E-05,0.046184214
250,2539,213555215,8200,water,Lac Capri,15112.71601,15112.71601,4.42E-05,0.046184214
251,2544,213561061,8200,water, ,12746.49568,12746.49568,2.38E-05,0.039507892
252,2548,216710161,8200,water, ,8639.331516,8639.331516,1.21E-05,0.026260668
253,2549,216710162,8200,water, ,10890.00475,10890.00475,2.05E-05,0.033863061
254,2556,217342768,8200,water, ,8902.333511,8902.333511,2.03E-05,0.027967027
255,2560,217436737,8200,water, ,9302.351955,9302.351955,1.50E-05,0.028829386
256,2564,218033586,8200,water, ,3895.141681,3895.141681,3.14E-06,0.012084904
257,2566,220510218,8200,water,Conservation Club Lake,4407.715026,4407.715026,6.16E-06,0.013410832
258,2575,2931097,8200,water, ,84911.52923,84911.52923,3.31E-05,0.262492668
259,2576,2931097,8202,river, ,84911.52923,84911.52923,3.31E-05,0.262492668
260,2597,230724949,8200,water, ,3829.5443,3829.5443,3.31E-06,0.011747042
261,2601,232622981,8200,water,Junior Lake,5627.125372,5627.125372,7.67E-06,0.01777361
262,2602,232816083,8200,water, ,14154.47456,14154.47456,2.82E-05,0.043649735
263,2611,233193526,8200,water, ,5926.776472,5926.776472,8.63E-06,0.018117919
264,2661,237055492,8200,water,Spanish Lake,8366.490158,8366.490158,1.37E-05,0.024609072
265,2689,242562258,8200,water, ,11877.62226,11877.62226,2.12E-05,0.037528245
266,2690,3278760,8200,water, ,56717.17989,56717.17989,7.34E-05,0.188691108
267,2693,242618285,8200,water, ,7867.631031,7867.631031,8.33E-06,0.023726238
268,2694,3278761,8200,water, ,33415.64144,33415.64144,2.72E-05,0.106068718
269,2705,243448690,8201,reservoir,Lone Elk Reservoir,3856.009541,3856.009541,5.66E-06,0.012286649
270,2720,252956236,8200,water,Innsbrook lake #1,24489.48922,24489.48922,5.84E-05,0.077494543
271,2721,252958148,8200,water,Innsbrook Lake #2,57991.48972,57991.48972,0.000116054,0.181306497
272,2722,252958566,8200,water,Innsbrook Lake #1.5,8937.085553,8937.085553,1.12E-05,0.027009861
273,2724,252959144,8200,water,Innsbrook Lake #1.7,3545.536016,3545.536016,2.17E-06,0.011061023
274,2758,263510914,8200,water, ,3905.738493,3905.738493,2.84E-06,0.01188078
275,2774,268514571,8200,water, ,5599.294319,5599.294319,3.29E-06,0.017411023
276,2785,276152801,8200,water, ,3542.16938,3542.16938,3.35E-06,0.010676091
277,2798,286877287,8200,water, ,8245.706951,8245.706951,1.55E-05,0.025784312
278,2799,2086865,8200,water, ,17493.11567,17493.11567,2.59E-05,0.053387379
279,2800,288966440,8200,water, ,4736.459819,4736.459819,7.40E-06,0.015030109
280,2803,290726142,8200,water, ,5184.136279,5184.136279,9.31E-06,0.016597452
281,2815,301032360,8200,water,Rain Tree Lake,23289.64268,23289.64268,4.76E-05,0.071747657
282,2818,303861288,8200,water, ,27740.47688,27740.47688,5.24E-05,0.08748624
283,2819,2647124,8200,water, ,1052914.24,1052914.24,0.00055397,3.285571058
284,2820,2647124,8202,river, ,1052914.24,1052914.24,0.00055397,3.285571058
285,2852,316665847,8200,water, ,30995.09985,30995.09985,5.61E-05,0.099058815
286,2858,319520566,8200,water,Binder Lake,17715.45178,17715.45178,5.78E-05,0.054519329
287,2869,329511747,8200,water, ,7726.989131,7726.989131,1.13E-05,0.024181755
288,2874,330460387,8200,water, ,9923.504669,9923.504669,1.16E-05,0.03080746
289,2880,331317238,8200,water, ,3605.281013,3605.281013,5.54E-06,0.01151377
290,2881,331317239,8200,water, ,5139.071413,5139.071413,1.07E-05,0.016351949
291,2882,331317240,8200,water, ,4779.755993,4779.755993,7.63E-06,0.014672821
292,2886,338916914,8200,water,Lake Washington,4078.131599,4078.131599,4.49E-06,0.013349597
293,2895,341308048,8200,water,Little Prairie Lake,13408.11953,13408.11953,3.94E-05,0.04230554
294,2935,350715795,8200,water, ,13198.60393,13198.60393,6.13E-05,0.043305269
295,2936,350715798,8200,water, ,5141.076655,5141.076655,1.13E-05,0.016144051
296,2943,350715838,8200,water, ,3705.238212,3705.238212,2.56E-06,0.011880857
297,2950,350717849,8200,water, ,10209.24513,10209.24513,1.63E-05,0.033261744
298,2956,350721083,8200,water, ,3917.225014,3917.225014,1.02E-05,0.012254236
299,2962,360589256,8200,water,Lake Anne,17290.23466,17290.23466,3.49E-05,0.052827051
300,2963,360589258,8200,water,Lake Marian,3847.275681,3847.275681,4.16E-06,0.012395416
301,2965,361812675,8200,water, ,5457.750523,5457.750523,2.59E-06,0.017012524
302,2972,365221975,8200,water, ,5226.982782,5226.982782,7.75E-06,0.016215388
303,2973,365592835,8200,water,Loutre Valley Lake,4671.467823,4671.467823,7.33E-06,0.014450545
304,2974,365774735,8200,water,Peaceful Valley Lake,23496.83194,23496.83194,6.77E-05,0.071545706
305,2978,370672238,8200,water, ,4636.693445,4636.693445,4.87E-06,0.014050676
306,2985,372546678,8200,water,Lake Mykee,7537.575179,7537.575179,1.58E-05,0.023745405
307,2997,376193534,8200,water, ,6233.75958,6233.75958,7.93E-06,0.019595233
308,3001,376215074,8200,water, ,5273.235785,5273.235785,7.35E-06,0.01645971
309,3010,381529420,8200,water,Wildwood Lake,5718.48992,5718.48992,7.54E-06,0.017997586
310,3011,381640147,8200,water,River Cement Company Lake,4949.999882,4949.999882,5.86E-06,0.015076926
311,3020,381846353,8200,water,Lake Tekakwitha,4440.04238,4440.04238,6.62E-06,0.014231801
312,3022,381876538,8200,water, ,12687.01729,12687.01729,6.50E-06,0.040180544
313,3041,386732327,8200,water, ,3976.063048,3976.063048,3.73E-06,0.012362584
314,3042,386732329,8200,water, ,3986.419596,3986.419596,2.69E-06,0.012327336
315,3047,5755989,8200,water, ,4197.896328,4197.896328,5.28E-06,0.013345859
316,3048,386732365,8200,water,Forest Lake,7634.148379,7634.148379,1.28E-05,0.024053018
317,3049,386732370,8200,water,Incline Village Lake,29552.9226,29552.9226,7.01E-05,0.095834445
318,3050,386886298,8200,water, ,4755.324927,4755.324927,1.06E-05,0.015871978
319,3051,386886300,8200,water, ,6019.702416,6019.702416,1.37E-05,0.020392314
320,3055,387240807,8200,water,Waters Edge Estates Lake,6549.83577,6549.83577,8.06E-06,0.021287541
321,3056,387252674,8200,water, ,7812.92144,7812.92144,1.79E-05,0.023930334
322,3059,5767794,8200,water,Pinnacle Lake,23352.02164,23352.02164,4.88E-05,0.071017987
323,3061,388152947,8200,water,Givens Number 1 Lake,5298.986065,5298.986065,8.34E-06,0.017005536
324,3062,388583377,8200,water, ,17031.67587,17031.67587,8.93E-06,0.054422302
325,3076,391632464,8200,water,Hough Park Lake,3734.232298,3734.232298,4.60E-06,0.010992686
326,3082,5910262,8200,water, ,12621.71621,12621.71621,1.91E-05,0.039837018
327,3084,5910261,8200,water,Lake Sherwood,29761.91388,29761.91388,5.74E-05,0.092540016
328,3086,393918562,8200,water,Inman Lake,3930.017914,3930.017914,5.88E-06,0.012262234
329,3087,393918569,8200,water,Lake Marian,3644.672565,3644.672565,3.44E-06,0.010680887
330,3097,396235153,8200,water,Lake Montowese,7476.989386,7476.989386,1.66E-05,0.023338935
331,3098,396534238,8200,water,Goose Creek Lake,51102.20258,51102.20258,0.000128292,0.162754492
332,3103,396543672,8200,water,Cole Lake,9631.10192,9631.10192,1.66E-05,0.029509579
333,3105,396543675,8200,water,Goff Spring Lake,6404.89853,6404.89853,5.58E-06,0.019158688
334,3106,396543678,8200,water,Lake Primrose,9177.688542,9177.688542,1.40E-05,0.028161521
335,3107,396543680,8200,water,Lake Timberline,12551.76126,12551.76126,1.77E-05,0.037652552
336,3110,396543684,8200,water,Wahoo Lake,4354.196243,4354.196243,4.47E-06,0.013161538
337,3111,396946934,8200,water, ,11403.09069,11403.09069,1.88E-05,0.035451778
338,3112,397905529,8200,water, ,3877.125883,3877.125883,2.89E-06,0.012327812
339,3113,397905532,8200,water,Sayersbrook Lake,9664.896612,9664.896612,1.71E-05,0.029921684
340,3116,400903080,8200,water, ,7130.612276,7130.612276,2.08E-06,0.022468368
341,3126,414240451,8200,water, ,17960.21092,17960.21092,3.80E-05,0.056262405
342,3132,416560500,8200,water,Millersburg Quarry,4817.968151,4817.968151,2.38E-06,0.014529824
343,3169,417069926,8200,water,Little Dixie Lake,27152.35639,27152.35639,7.84E-05,0.085904411
344,3175,417135684,8200,water, ,4011.966418,4011.966418,4.90E-06,0.012806402
345,3181,417178789,8221,wetland, ,5505.090079,5505.090079,1.57E-06,0.017890266
346,3195,421669329,8200,water, ,9911.798645,9911.798645,2.29E-05,0.030745171
347,3197,421669342,8200,water, ,16619.25856,16619.25856,2.37E-05,0.051428686
348,3210,422549967,8200,water,Moon Valley Lake Dam,3728.885382,3728.885382,2.33E-06,0.011644796
349,3216,433768940,8200,water, ,15690.31694,15690.31694,2.04E-05,0.050171023
350,3219,433768943,8200,water, ,23437.4244,23437.4244,2.92E-05,0.073946634
351,3220,433844920,8200,water, ,6307.604948,6307.604948,6.51E-06,0.020132479
352,3228,436081193,8200,water, ,3916.74176,3916.74176,3.58E-06,0.012957818
353,3237,437397998,8201,reservoir,Cedar Hill Lake Number 1,4275.235368,4275.235368,4.64E-06,0.01279821
354,3238,437398000,8201,reservoir,Cedar Hill Lake Number 2,3703.86546,3703.86546,4.25E-06,0.011219648
355,3242,437401621,8200,water, ,14335.37295,14335.37295,3.18E-05,0.044106531
356,3253,416464998,8200,water,Windmiller Dam Number 1,4967.885444,4967.885444,9.42E-06,0.015029335
357,3286,444992273,8200,water, ,4828.772167,4828.772167,8.09E-06,0.014405007
358,3294,2307560,8202,river, ,197981.9608,197981.9608,0.001261497,0.634206359
359,3296,28728538,8200,water, ,6511.930628,6511.930628,3.92E-06,0.019973488
360,3297,3278762,8200,water, ,44752.36658,44752.36658,6.26E-05,0.136378873
361,3298,29062430,8200,water, ,40766.92665,40766.92665,2.85E-05,0.119268884
362,3299,29062480,8200,water, ,7347.627864,7347.627864,5.23E-06,0.023027194
363,3300,29062488,8200,water, ,4734.870828,4734.870828,3.33E-06,0.014382505
364,3302,29062512,8200,water, ,20971.43298,20971.43298,1.62E-05,0.063672247
365,3303,3278764,8200,water, ,130581.313,130581.313,0.0009825,0.431401034
366,3304,4051888,8200,water, ,25295.44014,25295.44014,3.10E-05,0.076093015
367,3305,29062556,8202,river, ,19633.93167,19633.93167,8.40E-05,0.063263862
368,3306,29109774,8200,water, ,8357.470284,8357.470284,2.46E-05,0.026576069
369,3307,29109785,8200,water, ,5921.742407,5921.742407,1.80E-05,0.017965425
370,3308,29109867,8200,water, ,13700.04597,13700.04597,3.59E-05,0.041391271
371,3310,29109919,8200,water, ,4198.791518,4198.791518,5.76E-06,0.012993553
372,3311,29109931,8200,water, ,4027.052436,4027.052436,6.92E-06,0.01292964
373,3313,29109990,8200,water, ,16018.14979,16018.14979,8.70E-05,0.053132432
374,3314,29110004,8200,water, ,3741.776727,3741.776727,7.79E-06,0.011713009
375,3315,29203791,8202,river, ,41705.44461,41705.44461,0.000209549,0.131991229
376,3316,29203808,8200,water, ,42300.86648,42300.86648,0.000579572,0.134592438
377,3317,29214300,8200,water, ,9854.009016,9854.009016,2.86E-05,0.031545643
378,3322,29214344,8200,water, ,3511.620311,3511.620311,3.71E-06,0.011087542
379,3324,29214399,8200,water, ,19917.29878,19917.29878,8.85E-05,0.062819979
380,3325,29224759,8200,water, ,74057.6813,74057.6813,0.000616132,0.22964728
381,3328,29224782,8200,water, ,5295.307018,5295.307018,4.52E-06,0.016473696
382,3330,29224846,8200,water, ,15717.10112,15717.10112,4.44E-05,0.049250365
383,3333,29224874,8200,water, ,7397.918706,7397.918706,1.72E-05,0.02407878
384,3334,29224880,8200,water, ,17687.12586,17687.12586,6.97E-05,0.058374993
385,3335,3563999,8200,water, ,156139.4577,156139.4577,0.000944739,0.493249411
386,3336,29227419,8202,river, ,104502.5303,104502.5303,0.000731058,0.336256385
387,3337,29408542,8202,river, ,35294.66413,35294.66413,7.48E-05,0.105233737
388,3338,133894,8202,river, ,100329.7099,100329.7099,0.000708727,0.314339919
389,3339,35416898,8200,water, ,91348.81337,91348.81337,0.000248409,0.285290608
390,3340,237191,8202,river, ,1850389.699,1850389.699,0.00420568,5.642515465
391,3344,103736851,8201,reservoir,Godfrey Pond,3932.023638,3932.023638,3.92E-06,0.012395529
392,3345,103736851,8200,water,Godfrey Pond,3932.023638,3932.023638,3.92E-06,0.012395529
393,3349,109495889,8202,river, ,9057.800391,9057.800391,9.18E-06,0.026400919
394,3353,113880323,8200,water, ,4667.898278,4667.898278,3.14E-06,0.014858901
395,3385,113880451,8200,water,Downing Pond,3522.7147,3522.7147,2.50E-06,0.011367288
396,3393,113880459,8200,water, ,3539.323178,3539.323178,2.07E-06,0.01138843
397,3408,113880483,8200,water, ,9243.968417,9243.968417,5.41E-06,0.030935468
398,3415,113880490,8200,water, ,3647.881719,3647.881719,2.08E-06,0.011107769
399,3419,1592409,8200,water, ,3693.371146,3693.371146,2.22E-06,0.011463211
400,3460,113880566,8221,wetland, ,4419.221265,4419.221265,4.00E-06,0.014638073
401,3480,113880650,8200,water, ,5128.161551,5128.161551,6.76E-06,0.016625671
402,3491,1592411,8200,water,Lake Piasa,6397.581011,6397.581011,6.03E-06,0.020188677
403,3532,113880761,8221,wetland, ,9277.405244,9277.405244,2.80E-06,0.030030316
404,3588,113880913,8221,wetland, ,3691.358395,3691.358395,2.15E-06,0.011813929
405,3633,113881093,8200,water, ,5051.067011,5051.067011,5.89E-06,0.017046824
406,3647,113881162,8200,water, ,4494.877625,4494.877625,1.85E-06,0.014109766
407,3727,113881351,8200,water, ,5932.286309,5932.286309,3.37E-06,0.019094085
408,3750,113881492,8200,water,Bunker Hill Reservoir Number 2,4531.829824,4531.829824,3.60E-06,0.01418166
409,3818,113881645,8200,water, ,4113.895732,4113.895732,2.38E-06,0.012927431
410,3859,113881719,8221,wetland, ,3489.351601,3489.351601,2.55E-06,0.012005333
411,3866,113881758,8201,reservoir,Alton Twin Lakes South Lake,3573.595385,3573.595385,5.10E-06,0.011404087
412,3867,113881758,8200,water,Alton Twin Lakes South Lake,3573.595385,3573.595385,5.10E-06,0.011404087
413,3868,113881760,8200,water, ,6247.820028,6247.820028,6.27E-06,0.019324038
414,3924,113881953,8200,water,Alton-Woodriver Sportsmens Reservoir,6091.935373,6091.935373,5.13E-06,0.019378402
415,3942,113881971,8200,water,Evergreen Lake,7256.247378,7256.247378,5.15E-06,0.023058302
416,4016,113882079,8200,water,Briarwood Lake,10603.47445,10603.47445,7.48E-06,0.03309037
417,4027,113882092,8201,reservoir, ,3796.658515,3796.658515,7.51E-06,0.011654673
418,4038,113882116,8200,water, ,4945.59935,4945.59935,2.90E-06,0.015511122
419,4156,113882413,8200,water, ,6473.13174,6473.13174,5.49E-06,0.020086667
420,4186,113882448,8200,water, ,3865.504425,3865.504425,2.41E-06,0.012524935
421,4214,113882566,8200,water, ,6129.340076,6129.340076,1.52E-05,0.018273205
422,4218,113882571,8200,water, ,6540.331992,6540.331992,2.32E-06,0.021176337
423,4233,113882610,8200,water, ,8348.301378,8348.301378,2.41E-05,0.026000312
424,4234,113882611,8200,water,Smith Lake (Historical),3647.913827,3647.913827,7.77E-06,0.011133772
425,4254,113882647,8200,water,Bunker Hill Old Lake,4595.187573,4595.187573,5.72E-06,0.013624108
426,4341,113882947,8200,water,Old Channel Wood River,7657.771705,7657.771705,3.24E-06,0.023696307
427,4343,113882959,8200,water,Paridise Lake,3942.832616,3942.832616,4.08E-06,0.013208439
428,4363,113882980,8201,reservoir, ,3494.356938,3494.356938,5.85E-06,0.010462028
429,4388,113883069,8200,water, ,6182.940686,6182.940686,1.40E-05,0.01878093
430,4392,113883076,8200,water, ,3792.668691,3792.668691,2.15E-06,0.011687374
431,4420,113883141,8200,water, ,5599.370612,5599.370612,1.53E-06,0.017861014
432,4422,1592419,8200,water, ,9839.878392,9839.878392,6.11E-06,0.030316844
433,4437,113883163,8200,water,Rowden Lake,6074.159526,6074.159526,4.45E-06,0.019123508
434,4500,113883438,8200,water, ,7335.449169,7335.449169,4.05E-06,0.022336072
435,4531,113883478,8200,water, ,4020.348642,4020.348642,2.07E-06,0.012523525
436,4533,1592423,8200,water, ,14167.66995,14167.66995,1.30E-05,0.046877396
437,4633,113883897,8200,water, ,4851.714167,4851.714167,4.41E-06,0.013751461
438,4716,113884099,8200,water,Airport Lake,12658.72644,12658.72644,9.57E-06,0.041623351
439,4781,113884242,8200,water,Craig Lake,5384.544103,5384.544103,4.10E-06,0.017076634
440,4851,1592429,8200,water,Long Lake,32515.44515,32515.44515,2.86E-05,0.108583846
441,4863,113884419,8200,water, ,5710.979408,5710.979408,5.44E-06,0.019356113
442,4919,113884726,8200,water, ,4561.530317,4561.530317,2.12E-06,0.013829855
443,4936,113884786,8200,water,Illinois No Name Number 2042 Reservoir,5030.53253,5030.53253,3.20E-06,0.015593848
444,4965,3280946,8200,water, ,263546.1581,263546.1581,0.001280015,0.8188909
445,4967,114005691,8202,river, ,52204.58411,52204.58411,2.80E-05,0.181155399
446,4968,114005756,8202,river, ,4163.810661,4163.810661,1.10E-06,0.012161142
447,4969,1592431,8202,river, ,1838868.578,1838868.578,0.004204257,5.605599329
448,4970,129241209,8201,reservoir,Tower Lake,18881.06125,18881.06125,2.70E-05,0.061391076
449,4971,129241209,8200,water,Tower Lake,18881.06125,18881.06125,2.70E-05,0.061391076
450,4972,129282246,8200,water,Mallard Lake,8193.018743,8193.018743,2.04E-05,0.025922946
451,4973,130453411,8202,river, ,11434.41585,11434.41585,2.30E-05,0.033455943
452,4974,1766805,8202,river, ,63215.60016,63215.60016,0.000331969,0.191483874
453,4975,132904981,8200,water, ,33419.6394,33419.6394,5.63E-05,0.10466083
454,4976,132904982,8200,water, ,3601.596158,3601.596158,5.21E-06,0.01158006
455,4997,143890370,8200,water,Holiday Lake,76696.13192,76696.13192,0.000118742,0.239018335
456,4999,143914639,8200,water,SuTwan Lake,5316.684933,5316.684933,4.85E-06,0.016913749
457,5004,143916411,8200,water, ,3508.912889,3508.912889,3.00E-06,0.011091434
458,5008,153058696,8201,reservoir, ,3622.548921,3622.548921,3.37E-06,0.011140082
459,5011,153062337,8200,water,Eagle Lake,7907.500064,7907.500064,8.01E-06,0.024336337
460,5015,155292016,8200,water,Moredock Lake,47331.46518,47331.46518,0.000176571,0.149439142
461,5018,2116401,8200,water, ,5883.213417,5883.213417,7.61E-06,0.017585807
462,5023,177210076,8200,water, ,3755.665801,3755.665801,7.24E-06,0.011182674
463,5029,179303430,8200,water, ,58263.10752,58263.10752,0.000120712,0.166728574
464,5030,179303431,8200,water, ,80322.96586,80322.96586,0.000566729,0.234865739
465,5031,179303432,8200,water, ,15288.03927,15288.03927,8.07E-05,0.044006811
466,5032,179303433,8200,water, ,38801.77007,38801.77007,0.000232724,0.114532233
467,5033,179304011,8200,water, ,16301.96849,16301.96849,7.80E-05,0.048296332
468,5039,184262301,8200,water, ,3847.039049,3847.039049,6.94E-06,0.012766515
469,5041,184563306,8200,water, ,3557.472685,3557.472685,2.82E-06,0.011102637
470,5042,184564362,8200,water, ,11925.45688,11925.45688,1.67E-05,0.038027099
471,5044,184578797,8200,water, ,3716.892087,3716.892087,2.50E-06,0.011414412
472,5049,2536902,8201,reservoir,Lake Glenn Shoals,133417.4553,133417.4553,0.000456652,0.415853177
473,5050,2536902,8200,water,Lake Glenn Shoals,133417.4553,133417.4553,0.000456652,0.415853177
474,5051,188354254,8201,reservoir,Tall Timbers Lake East,7287.220404,7287.220404,5.93E-06,0.023533288
475,5052,188354254,8200,water,Tall Timbers Lake East,7287.220404,7287.220404,5.93E-06,0.023533288
476,5053,188354265,8201,reservoir,Staunton Reservoir,31787.74686,31787.74686,5.55E-05,0.10080711
477,5054,188354265,8200,water,Staunton Reservoir,31787.74686,31787.74686,5.55E-05,0.10080711
478,5055,188354281,8201,reservoir,Tall Timbers Lake West,4082.655415,4082.655415,2.98E-06,0.012380876
479,5056,188354281,8200,water,Tall Timbers Lake West,4082.655415,4082.655415,2.98E-06,0.012380876
480,5060,188355233,8200,water, ,6461.776706,6461.776706,5.47E-06,0.020264312
481,5086,4051889,8202,river, ,87854.49617,87854.49617,0.000217281,0.258137118
482,5090,198217201,8200,water, ,6822.183751,6822.183751,7.03E-06,0.020374856
483,5092,198217236,8200,water, ,3700.619526,3700.619526,2.61E-06,0.01179867
484,5098,198217666,8200,water,Silver Lake,4078.358575,4078.358575,9.22E-06,0.013104757
485,5099,198217732,8200,water, ,4093.015217,4093.015217,7.87E-06,0.013267772
486,5112,198389482,8200,water, ,5716.053769,5716.053769,3.68E-06,0.017709049
487,5117,198403721,8200,water, ,3565.619109,3565.619109,1.70E-06,0.011648575
488,5118,198403978,8200,water, ,3956.92001,3956.92001,3.72E-06,0.011812381
489,5120,198858525,8200,water,Yoch Lake,5232.228766,5232.228766,5.03E-06,0.016428122
490,5122,198858583,8201,reservoir,Inez Lake,3503.246874,3503.246874,1.68E-06,0.010665299
491,5123,198858583,8200,water,Inez Lake,3503.246874,3503.246874,1.68E-06,0.010665299
492,5124,198858879,8200,water, ,4319.778598,4319.778598,3.46E-06,0.013709445
493,5128,198858986,8200,water, ,4977.893695,4977.893695,4.72E-06,0.014629182
494,5133,199274591,8200,water, ,3578.852512,3578.852512,1.83E-06,0.011970433
495,5134,199274678,8200,water, ,6806.222116,6806.222116,2.78E-06,0.021328546
496,5135,199274839,8200,water, ,4980.640308,4980.640308,2.04E-06,0.016267195
497,5140,199275578,8200,water, ,4280.459686,4280.459686,2.26E-06,0.013485052
498,5142,199577112,8200,water,Scott Lake,4603.043935,4603.043935,5.05E-06,0.01423235
499,5173,202761895,8200,water, ,25116.10733,25116.10733,4.26E-05,0.077956726
500,5177,203310338,8200,water, ,6638.596813,6638.596813,4.60E-06,0.020092829
501,5197,207216972,8200,water,Silver Lake,8714.615627,8714.615627,1.89E-05,0.026577363
502,5198,207216995,8200,water, ,5023.458557,5023.458557,9.46E-06,0.015392672
503,5206,210638621,8200,water, ,5278.552951,5278.552951,3.74E-06,0.017363605
504,5207,210641169,8200,water, ,11015.19311,11015.19311,1.34E-05,0.03754713
505,5208,210641171,8200,water, ,5734.473339,5734.473339,3.78E-06,0.019248533
506,5209,210641172,8200,water, ,4715.260552,4715.260552,4.26E-06,0.016016554
507,5212,210641176,8200,water, ,4969.525447,4969.525447,4.38E-06,0.016616161
508,5213,210641178,8200,water, ,6018.021474,6018.021474,5.16E-06,0.020128157
509,5214,217443753,8200,water, ,3807.638529,3807.638529,2.46E-06,0.012131294
