FID,OBJECTID,LINK_ID,RAILWAY_NM,LANG_CODE,BRIDGE,TUNNEL,EXISTING,UPDATED,SOURCE,COMMENT,len,Id,Shape_Leng,Shape__Length
1,4,0, , , , , ,-2.20916E+12, , ,0,0,88776.84729,0.277129811
