FID,OBJECTID,POP,PV_RATE,UE_RATE,PROJECTID,LEADORG,COMMUNITY,YEAR,Shape__Area,Shape__Length
1,6,199792,0.3548,0.2091,7579162,St. Louis,"St. Louis Economic
Development Partnership",2015,0.01524526,1.377107525
